"","X","Year","Month","Day","Hour","Minute","Second","tmd5","tmd15","tmd25","tmd35","tmu5","tmu15","tmu25","tmu35","alpha5","beta5","VhrmHRM5","alpha15","beta15","VhrmHRM15","alpha25","beta25","VhrmHRM25","alpha35","beta35","VhrmHRM35","Voltage","EMU","TreeID","Datetime"
"67",67,26,4,13,8,30,14,70.4169169169169,NA,33.1361361361361,10.457957957958,56.1741741741742,NA,NA,NA,0.374124681770576,0.34505405444131,-2.50649033854465,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 08:30:00
"68",68,26,4,13,9,0,14,74.2017017017017,NA,NA,8.96396396396396,51.990990990991,NA,NA,NA,0.395753585498448,0.346756099117266,-2.18205678262656,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 09:00:00
"69",69,26,4,13,9,30,14,68.4249249249249,NA,NA,4.97997997997998,50.994994994995,NA,NA,NA,0.406018453435427,0.371875398375698,-2.02808376357188,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 09:30:00
"70",70,26,4,13,10,0,14,70.7157157157157,NA,98.7032032032032,17.9279279279279,48.4054054054054,NA,NA,NA,0.395980091025078,0.356820975530496,-2.17865919972712,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 10:00:00
"71",71,26,4,13,10,30,14,69.7197197197197,NA,NA,44.7202202202202,48.9034034034034,NA,NA,NA,0.358463832372747,0.351271831121095,-2.74140307951208,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 10:30:00
"72",72,26,4,13,11,0,14,62.448948948949,NA,NA,30.4774774774775,53.484984984985,NA,NA,NA,0.353040609173003,0.330894762791393,-2.82275142750825,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 11:00:00
"73",73,26,4,13,11,30,14,62.946946946947,NA,NA,5.47797797797798,50.6961961961962,NA,NA,NA,0.475149063696899,0.442500221868655,-0.991124609649806,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 11:30:00
"74",74,26,4,13,12,0,14,57.468968968969,NA,8.42792792792793,7.96796796796797,51.492992992993,NA,NA,NA,0.554871442865979,0.541830404492304,0.204711077886405,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 12:00:00
"75",75,26,4,13,12,30,14,53.484984984985,NA,97.7162162162162,13.9439439439439,49.8993993993994,NA,NA,NA,0.48920569179212,0.461388319286905,-0.780275188221496,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 12:30:00
"76",76,26,4,13,13,0,14,52.6881881881882,NA,62.448948948949,1.99199199199199,43.9234234234234,NA,NA,NA,0.616371932286652,0.620613388774947,1.12721841919649,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 13:00:00
"77",77,26,4,13,13,30,14,51.1941941941942,NA,39.4414414414414,83.9624624624625,49.8993993993994,NA,NA,NA,0.64360954375459,0.621329466014075,1.53578259121556,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 13:30:00
